# 41220
# author_id;author_name
6429;M. H. Zhoolideh Haghighi
6430;G. Fiorentini
6431;Gerard J. Milburn
6432;L. Sun
6433;Ricardo G. Landim
6434;S. Foster
6435;Vladimir Tikhonchuk
6436;P. Saulson
6437;A. Teukolsky
6438;Remo P. J. Tilanus
6439;Alan G. Wiseman
6440;E. Mejuto-Villa
6441;Tom Kimpson
6442;U. Munari
6443;Wai Bong Yeung
6444;B. Hnatyk
6445;C. M. Warnick
6446;Luisa Ostorero
6447;Oscar Sánchez-Santos
6448;Vicharit Yingcharoenrat
6449;M. Buser
6450;D. M. Smith
6451;M. A. P. Martins
6452;Hector Vargas Rodriguez
6453;S. Kamat
6454;Sydney J. Chamberlin
6455;Ricardo A. Mosna
6456;C Pankow
6457;S. V. Troitsky
6458;Ricardo T. Génova-Santos
6459;Aneesh P. Naik
6460;M. Vavoulidis
6461;Francesco De Paolis
6462;Joachim Kopp
6463;B. N. Tiwari
6464;M. V. Kozyulin
6465;Mohamadreza Fazel
6466;Igor Nikitin
6467;Stan E Whitcomb
6468;J. Karlen
6469;Y. -C. Lin
6470;J. Long
6471;E Rotthoff
6472;R. Strajn
6473;A. Gharbi
6474;Sebastien Reuillon
6475;S. van der Putten
6476;Gianluca M Guidi
6477;A. d'Angelo
6478;S. Prencel
6479;Adam Helfer
6480;Brendan Z. Foster
6481;A. M. Pelinson
6482;Jeffrey McMahon
6483;G. Vereshkov
6484;E. B. Santos
6485;J. C. Mills
6486;Jean Macher
6487;Sergiu Klainerman
6488;Marisa Geyer
6489;L. Brenig
6490;Tula Bernal-Marin
6491;Alexander Zhuk
6492;E. Son
6493;Rafe Mazzeo
6494;Y. J. Gomez-Leyton
6495;Ke Fang
6496;G. Harry
6497;Timothy R. Dulaney
6498;A. Biriukov
6499;R. O. Behunin
6500;Pierre-Philippe Ouimet
6501;P. -E. Pottie
6502;Andreas Reisenegger
6503;A Bernui
6504;Juan Carlos Jimenez
6505;L. Bernus
6506;Timothy Clemson
6507;Nicolás Avilán
6508;Michael W. Coughlin
6509;Michał Opala
6510;Bernard Jancewicz
6511;Vladimír Balek
6512;NF Naidu
6513;Adrian L. Malec
6514;R. L. Savage Jr
6515;Patrick Cooper
6516;M. Valencia-S
6517;E. Halerewicz, Jr.
6518;David I. Santiago
6519;A. MacDougall
6520;José M Salim
6521;S. Robles-Pérez
6522;R. V. Lobato
6523;Michael Maziashvili
6524;R. M. Avakian
6525;S. Capozziello
6526;S. Tomizawa
6527;M. E. Lower
6528;I. B. Spielman
6529;Artashes Movsisyan
6530;Antoine Suarez
6531;L. M. Sokolowski
6532;S. González-Martín
6533;Fuhui Lin
6534;Annu Batra
6535;William Edwards
6536;D. O. Cook
6537;Tatsuhiko Koike
6538;Medeu Abishev
6539;Joao Aparicio
6540;D. Lukman
6541;Julio Marny Hoff da Silva
6542;Christian Graef
6543;W. Kluzniak
6544;E. J. Gonzalez de Urreta
6545;Simon F. Ross
6546;Oleg Andreev
6547;Kenneth Dalton
6548;R. Poggiani1
6549;Peter Huber
6550;Alexandros P. Kouretsis
6551;Josep Maria Pons
6552;R. Torres
6553;Z. Zhang
6554;H. Rafat
6555;Xiao-lin Yang
6556;Evghenii Gaburov
6557;T. O. Vulfs
6558;T. L. M. Guedes
6559;J. Suresh
6560;D. Kozak
6561;Timothy J. Hollowood
6562;Ch. Shakuri
6563;Samuel Bilson
6564;Sera Markoff
6565;Jun-Qing Xia
6566;Ryota Nakanishi
6567;Alberto Palomo-Lozano
6568;Gandalf Lechner
6569;V. B. Braginsky M. Branchesi
6570;A. Riotto
6571;Arkadiusz Jadczyk
6572;Ahmed Hindawi
6573;Timothée Schaeffer
6574;Kenji Kadota
6575;Yuta Kodama
6576;J. Lough
6577;Gary M. Cole
6578;Brendan D. O'Brien
6579;Mingxing Luo
6580;Miguel Á. G. Bonilla
6581;Piotr Koc
6582;Supriya Kar
6583;Y. Fantaye
6584;S. Pollack
6585;Bartek Kamiński
6586;Sung-Sik Lee
6587;Vamsi P. Pingali
6588;B. O'Reilly
6589;Gerardo Cristofano
6590;G. Santarelli
6591;Edinson Cardona-Rueda
6592;Gyula Bene
6593;Pierre Savaria
6594;A. Neronov
6595;Surabhi Sachdev
6596;Eugene M. Maslov
6597;Antony J. Speranza
6598;H. Roemer
6599;Javier P. Muniain
6600;Neven Caplar
6601;Sergio C. Ulhoa
6602;Sebastián Muñoz
6603;Xián O. Camanho
6604;Jacob Barnett
6605;A. Liam Fitzpatrick
6606;M. Was
6607;Jingyi Zhang
6608;P C W Davies
6609;S. M. Noorbakhsh
6610;T. Horrom
6611;Marta Venanzi
6612;M. Ghodrati
6613;Amjad Ali
6614;Cagin Yunus
6615;Anthony W. C. Lun
6616;E. I. Lashin
6617;F. Shojai
6618;W. Hua
6619;Ruixiao Zhang
6620;Hassan Hassanabadi
6621;Vasily Belokurov
6622;S. Hannestad
6623;D. Korotkin
6624;Y. Huang
6625;Jian-Bo Deng
6626;U. Barres de Almeida
6627;Peter F. Barker
6628;T. Schuldt
6629;Th. Caebergs
6630;J. Wagg
6631;Yun-He Li
6632;Daniel Usikov
6633;A. Karam
6634;George Pappas
6635;D. Passuello
6636;Shahidan Radiman
6637;J Schray
6638;M. G. Bekera
6639;Mathew S. Madhavacheril
6640;Aurélien Sourie
6641;Satej Khedekar
6642;A. P. Santos
6643;J. Iliopoulos
6644;C. Huwyler
6645;A. Thuring
6646;Z. Turakulov
6647;Alan B. Pavan
6648;Matthew D. Waller
6649;G. Molera Calves
6650;Musongela Lubo
6651;Sean Nowling
6652;Eiji Mitsuda
6653;Benjamín Calvo-Mozo
6654;S. Uchida
6655;Liang-Zun Tang
6656;Roustam M. Zalaletdinov
6657;Rainer Verch
6658;S. V. Kuzmin
6659;Y. -F. Wang
6660;Chao Yang
6661;Daiki Miyata
6662;Oliver J. Rosten
6663;J. D. Emberson
6664;A. Arbona
6665;Baorong Chang
6666;Francesco Pessina
6667;P Wass
6668;L. P. Singer
6669;Szymon Migacz
6670;Pedro F. González-Díaz
6671;J. L. Friedman
6672;R. L. Aptekar
6673;Yun Chen
6674;Herrera-Aguilar Alfredo
6675;M B Sheftel
6676;Raúl Carballo
6677;T. Boller
6678;Ramesh Anishetty
6679;Francesco Cianfrani
6680;S. Raja
6681;Réka Farkas
6682;V. C. de Andrade
6683;Y. X. Nie
6684;Ville Bergholm
6685;Matthew Giesler
6686;Olga Papadoulaki
6687;Raj Patil
6688;Abraão J. S. Capistrano
6689;E. Kochetov
6690;B. Saha
6691;Giulio Peruzzi
6692;D. A. Johnston
6693;G. Vajenteab
6694;Francesco Marin
6695;E. Raineri
6696;Peter Sundell
6697;Nelson J. Nunes
6698;Seyen Kouwn
6699;Jules Simo
6700;Fabio Capela
6701;Susumu Higaki
6702;F. Rieger
6703;K. Wilcomb
6704;Gonzalo J. Olmo
6705;Kai Ma
6706;Thomas Durt
6707;M. Canepa
6708;Sergio Cacciatori
6709;Bahodir B. Ahmedov
6710;Takashi Okada
6711;J. Barcelos-Neto
6712;D. George
6713;M. Hortaçsu
6714;Danny Marfatia
6715;M. R. Smith
6716;Hoang K. Nguyen
6717;Ilarion Melnikov
6718;Davide Fermi
6719;Chia-Hsiu Tsai
6720;A. Alaei
6721;August J. Miller
6722;Bok Keun Chung
6723;Joseph S Areeda
6724;Pedram Niazy
6725;Basanti Das
6726;R. J. S. Greenhalgh
6727;Stefan Wolf
6728;Nan Yang
6729;J. Kunz
6730;Max Dohse
6731;J. Luo
6732;N. Manojlovic
6733;O. Aslan
6734;Leonardo Castellani
6735;Jan F. Engels
6736;Sayantani Bhattacharyya
6737;Andrey Morozov
6738;Nissan Itzhaki
6739;Philip Ireland
6740;Stefan Davids
6741;Alan M. Velasquez-Toribio
6742;S. McMillen
6743;John Ronayne
6744;Zheng Sun
6745;Fotis Farakos
6746;Mark R. Swain
6747;Pran Nath
6748;Ai Viet Nguyen
6749;D. Savoie
6750;P Baral
6751;Sean A. Hayward
6752;Eloisa Bentivegna
6753;Zhaozhou Li
6754;A. Razza
6755;V. D. Vertogradov
6756;Mar Bastero-Gil
6757;Rebecca Palmer
6758;J. Pold
6759;Goran Damljanović
6760;A. Anastasiou
6761;Alexander J. Helmboldt
6762;C. Straubmeier
6763;Peter T. H. Pang
6764;C. D. Oprisan
6765;John J. Schiller
6766;Ewan M. Wright
6767;M . G. Beker
6768;S. Desai
6769;Thomas R. Stevenson
6770;E. Falgarone
6771;R. S. Kostkin
6772;Xuheng Ding
6773;Carl J. Blaksley
6774;Takashi Oka
6775;F. Dahia
6776;Rik van Breukelen
6777;Davide Grassi
6778;I. Diepholz
6779;B. Dawson
6780;K. W. K. Wong
6781;Newlin C. Weatherford
6782;Santiago Esteban Perez Bergliaffa
6783;Maciej Trzetrzelewski
6784;Satoshi Okuzumi
6785;X. J. Li
6786;Leonard S. Abrams
6787;Georgios Kolionis
6788;T. T. Fricke
6789;Hedvika Kadlecova
6790;Stefan L. Danilishin
6791;Yuxuan Peng
6792;Asher Klatchko
6793;Shohei Saga
6794;Anže Slosar
6795;Michael T. Lam
6796;Felipe Guzmán Cervantes
6797;M. Essayeh
6798;Mark Pace
6799;D. Petroff
6800;J. Tonry
6801;T. S. Quintela Jr.
6802;Léo Bernus
6803;Raymond Tomlin
6804;Romain Cariou
6805;Cyril Pitrou
6806;Fabio Anzà
6807;Sonarekha Nath
6808;Ivette Fuentes-Schuller
6809;Ernesto Eiroa
6810;A. O. Starinets
6811;Neda Heidari
6812;M. A. Peres-Torres
6813;S. Suzuki
6814;Kai-Ming Lee
6815;O. B. Holanda
6816;A. Bossard
6817;H Takahashi
6818;Rinat A. Daishev
6819;Alastair C. Edge
6820;HongSheng Zhao
6821;I. I. Tkachev
6822;S. Aldaihan
6823;Dzhunushaliev V. D
6824;C. N. Ragiadakos
6825;Yue Zhao
6826;B. Krishnan
6827;G. Gour
6828;T. Kumar
6829;Sophonie Blaise Tchapnda
6830;A. Pellizzoni
6831;Kevin Alexander
6832;Ludovic Plante
6833;Zsolt Frei
6834;Alessandro De Angelis
6835;Rafael Porto
6836;S. Araki
6837;C. N. Colacino
6838;V. Baukh
6839;Christian Türk
6840;Alessandro Monfardini
6841;R. Maiolino
6842;Z. A. Motahar
6843;C. Mandache
6844;Isabella Masina
6845;Sean S. Leavey
6846;Jonathan Kozaczuk
6847;A. Tureanu
6848;Ian T. Durham
6849;J. -P. Ngome
6850;David Keitel
6851;Manuela G. Rodrigues
6852;Charles Evans
6853;T. J. Cullen
6854;M Ducrot
6855;F. Schimmel
6856;Bernard F Whiting
6857;J. J. Bero
6858;William Duhe
6859;Alain Karasiewicz
6860;H. A. Chamblin
6861;Richard Schaeffer
6862;Ritva Keski-Kuha
6863;J. X. Madarász
6864;Elias Castellanos
6865;Tong-Jie Zhang
6866;A. Grado
6867;Uwe Brauer
6868;C. Titsler
6869;Gérard Le Denmat
6870;D. Nanda. Kumar
6871;Erico Goulart de Oliveira Costa
6872;Michele Maggiore
6873;Toshitaka Kajino
6874;S. Chelkowski
6875;Boris Goncharov
6876;H. A. G. Gabbard
6877;A. Natta
6878;P. Binetruy
6879;Chrysostomos Kalousios
6880;Igor Itkin
6881;D. Nath
6882;A. Lopez-Ortega
6883;M. Fiorini
6884;Mitsuru Musha
6885;R. de Oliveira
6886;A. Moylan
6887;Hector De Vega
6888;Joseph E. Avron
6889;Xiang-Yu Wang
6890;Wei Chen
6891;M. del Preteac
6892;Arthur Scardua
6893;D. B. Fox
6894;Christopher S. Kochanek
6895;G. J. Stephens
6896;L. McNeill
6897;Francis Everitt
6898;Larry Smarr
6899;A. A. Malykh
6900;Piero Nicolini
6901;S D Maharaj
6902;M. Negro
6903;Mahabubur Rahman Mollah
6904;Kostas. D. Kokkotas
6905;Robert E. Smith
6906;Miguel Angel Garcia Aspeitia
6907;K. A. Baleevskikh
6908;Sohyun Park
6909;L. Cantini
6910;E. Moretti
6911;Leonardo A. Pachon
6912;Francesco Brighenti
6913;Zhanying Yang
6914;R. S. Perez
6915;Daniel C. Galehouse
6916;Tarun Souradeep
6917;Sandip Dutta
6918;Francesca Calore
6919;Paola Zizzi
6920;David Kelley
6921;Marta Wlodarczyk
6922;Joël Bergé
6923;I. I. Agafonova
6924;Andre R. R. da Silva
6925;L. Olano Garcia
6926;Alexander Kegeles
6927;Max Karlovini
6928;Zvi Bern
6929;Hemwati Nandan
6930;Deng Pan
6931;Abhay Ashtekar
6932;Sandip Pakvasa
6933;A. Hoag
6934;N. Sanchez
6935;Foteini Oikonomou
6936;David Roberts
6937;Georgios Kleftogiannis
6938;S. E. Whitcomb
6939;D. Mortlock
6940;A. Singhal
6941;S. Krivonos
6942;Satadru Bag
6943;D. S. Rabelingab
6944;Feng Wu
6945;Hugo A Morales-Tecotl
6946;F. Donovan
6947;Dustin R. Madison
6948;Steven Reyes
6949;Prakash Balachandran
6950;A. J. Gill
6951;A. Alemic
6952;A. Dobosz
6953;Daniel Gifford
6954;P. D. Welch
6955;Mario Saraceni
6956;J. Zendri
6957;Raúl Arias
6958;Martin Cermak
6959;Jorge L. Cervantes-Cota
6960;Savas Dimopoulos
6961;Michael Bueno
6962;G. Stede
6963;R. Laugier
6964;S. A. Paston
6965;Sandro S. e Costa
6966;Yukari Nakanishi
6967;Saksith Jaksri
6968;David H Lyth
6969;Stephen M. Feeney
6970;A. T. Deller
6971;Ronaldo V. Lobato
6972;G. H. Janssen
6973;W. Zimdahl
6974;Andreas Fring
6975;Serhii Borysenko
6976;Livio Pizzocchero
6977;M. J. Freyberg
6978;Muzikayise E. Sikhonde
6979;S. Detournay
6980;Wu Shuang-Qing
6981;S. C. Smith
6982;A. Orlando
6983;Youngsub Yoon
6984;Bernard F. Whiting
6985;Curt J. Cutler
6986;A. Aghamomammadi
6987;Omar Ortiz
6988;D. Reiss
6989;Stanislaw Zajac
6990;Ernst-Bernhard Kley
6991;S. Aftabi
6992;S. Massar
6993;G. Debreczeni
6994;Alex Wolszczan
6995;P. Lu
6996;N. A. Obers
6997;Ashoke Sen
6998;Youjin Deng
6999;Guang Yang
7000;Pavel Jiroušek
7001;Supriya Pan
7002;Shanxian Xu
7003;Matthew C Johnson
7004;S. Susmithan
7005;Y. Fan
7006;Qiaoli Yang
7007;S. G. Crowder
7008;Banibrata Mukhopadhyay
7009;M. Botta Cantcheff
7010;Haim Goldberg
7011;Yong-Chang Huna
7012;Adam R. Levine
7013;Jack Sarfatti
7014;M. A. Gorji
7015;Belinda Pang
7016;Luciano Gabbanelli
7017;G. Petit
7018;Beyhan Pulice
7019;L. Sebastiani
7020;Helei Liu
7021;E. H. Baffou
7022;M. Viel
7023;D Marfatia
7024;T. G. Downes
7025;F. J. Hayes
7026;Erich Poppitz
7027;Nail G. Migranov
7028;M. Xiang-Gruess
7029;Iker Leanizbarrutia
7030;L. Lamagna
7031;Ira Z. Rothstein
7032;K. Ivanov
7033;Reginald T. Cahill
7034;Stephen C. Anco
7035;Vassil Tinchev
7036;Kali Charan
7037;Burkhard Zink
7038;Riccardo Ciolfi
7039;P. Landry
7040;L. Vanzo
7041;M. C. Milovich-Goff
7042;L. Dessart
7043;Kim Griest
7044;Giuseppe Giudice
7045;Artem R. Khabibullin
7046;Ti-Pei Li
7047;Ewald Wessels
7048;Stephen P. Braham
7049;Quinn Simmons
7050;J. W. Hewitt
7051;Jose A. de Azcarraga
7052;Ester Piedipalumbo
7053;P. Arias
7054;Gaelle Boudoul
7055;Don Pollacco
7056;Sidhartha Samtani
7057;G. Duffy
7058;Ivan Zh. Stefanov
7059;K. Dolag
7060;Clifford Cheung
7061;G. Sadovski
7062;R. Kothari
7063;Michael John Pfenning
7064;Yasuyuki Kawahigashi
7065;R. Sims
7066;Haitang Yang
7067;F. Barone
7068;M. Dias
7069;P. Repo
7070;Ganim Gecim
7071;M. Schioppo
7072;Kamran Salehi-Vaziri
7073;Dmitri Krioukov
7074;Jiri Bicak
7075;Atri Deshamukhya
7076;Jose María Ezquiaga
7077;D. Dongo
7078;B. Machenschalk
7079;Michael P. Ryan Jr
7080;Gergely Debreczeni
7081;T. E. Clark
7082;L. Freidel
7083;Carroll Wainwright
7084;Dawood Kothawala
7085;Yair Guttmann
7086;Richard A. Muller
7087;H. Hui
7088;R. S. Ward
7089;C. Maia
7090;Pierre Martin-Dussaud
7091;Francis Cavanna
7092;W. H. Zurek
7093;Peter Widerin
7094;Alexander A. Chernitskii
7095;G. Mack
7096;Gerald B. Cleaver
7097;Matias Mannerkoski
7098;Qun Wang
7099;E. Ilseven
7100;A. Malik
7101;V. Aguero
7102;Wentao Luo
7103;I. Tanaka
7104;H. Tamura
7105;Rachel O'Reilly
7106;W. H. Allen
7107;Sadaf Butt
7108;J. H. Yoon
7109;Anuradha Samajdar
7110;Mikhail Kagan
7111;M. Brigida
7112;Nikolaos I. Katzourakis
7113;Julien Peloton
7114;T. Matolcsi
7115;Mikhail Shaposhnikov
7116;Carlos Hoyos
7117;Ion I Cotăescu
7118;Christoph Schmid
7119;G. Dubus
7120;F. Siddharta Guzman
7121;Luca Giacomelli
7122;N. Yamada
7123;Tomoya Tsushima
7124;A. R. Samigullina
7125;Bernd Rosenow
7126;J. Frauendiener
7127;N. Korsakova. P. W. McNamara
7128;K. A. Hodge
7129;Vilson T Zanchin
7130;Andrew J. Janca
7131;Yerlan Aimuratov
7132;E. Grossi
7133;Jakob Mueller-Hill
7134;E. Lopez
7135;K. M. Menten
7136;Dan Hooper
7137;Sami K. Solanki
7138;Kieran Finn
7139;Eric A. Minassian
7140;S. Panahiyan
7141;Jorge Casalderrey-Solana
7142;Shuichi Sato
7143;P. Ruggi
7144;H. Villarrubia-Rojo
7145;Sachiko Tanabe
7146;Eric G. Novak
7147;S. W. Rabiei
7148;Luke S. Annichiarico
7149;M. Fabinger
7150;R. Goswami
7151;W. M. Folkner
7152;Hector Rubinstein
7153;Shi Qi
7154;Q. Chu
7155;O. Olsen
7156;J. -P. Uzan
7157;Nidal Haddad
7158;Stephen Angus
7159;Jinsong Yang
7160;James P Norman
7161;C. Laemmerzahl
7162;Daniel H. Wesley
7163;Sumanto Chanda
7164;Alejandro Torres-Forné
7165;E. James
7166;I. Schmelzer
7167;Milad Noorikuhani
7168;Shivani Singh
7169;Martin Eriksson
7170;Farzin Naserian
7171;S. A. Theuerkauf
7172;T. Tok
7173;E. Ochsner
7174;S. Ghassemi
7175;Maria Cristina Abbati
7176;Viktor G. Czinner
7177;P. Petitjean
7178;Moulay-Hicham Belkacemi
7179;K. W. Mak
7180;Antal Jakovác
7181;Francisco Prada
7182;Francis Robicheaux
7183;Rosario De Rosa
7184;Dheeraj Kumar Mishra
7185;I. D. Ivanova
7186;Julien Serreau
7187;D. Singh
7188;B. Romeo
7189;Inderpreet Kaur
7190;A. Macías
7191;Adrian Manning
7192;Luis Augusto Trevisan
7193;Masa-aki Sakagami
7194;A Araya
7195;M. Krawczyk
7196;Khee-Gan Lee
7197;Nicolás Valdés
7198;Fernando Girotto
7199;Tsuguya Naito
7200;David Maughan
7201;Jonghyun Sim
7202;A. Ortolan
7203;A. Herrero
7204;C. Rodrigues Filho
7205;M. Perri
7206;Lizardo-Castro R. A.
7207;Takehiro Azuma
7208;G. Dvali
7209;John W. Ronayne
7210;Daniel Braun
7211;F. Paul Esposito
7212;Olga Chervova
7213;Hidenori Fukaya
7214;Peter D. Keefe
7215;Dae Il Choi
7216;E. Perez-Montero
7217;Jes Madsen
7218;Sarira Sahu
7219;Alfonso Romero
7220;Mechthild Huebscher
7221;G. Bergqvist
7222;Y. Clénet
7223;A. Deshamukhya
7224;Thomas C. Bachlechner
7225;E. Capelas de Oliveira
7226;Carlos Palenzuela-Luque
7227;A. Schnabel
7228;Marcus Gaul
7229;Joachim Kullmann
7230;Edgar Gasperin
7231;Yves Décanini
7232;F. Vincent
7233;Carlos Gonzalez
7234;Charles Nissim-Sabat
7235;Hiroshi Bunya
7236;Bartłomiej Czech
7237;Tolkynay Myrzakul
7238;Arun M. Thalapillil
7239;G. Herczeg
7240;R. Avalos
7241;Maurício Richartz
7242;Hans-Jürgen Pohle
7243;E. A. Novikov
7244;M. Formisano
7245;P. de Witt Huberts
7246;Bartolomé Pons-Rullan
7247;T. E. Strohmayer
7248;W. J. M. Kort-Kamp
7249;J. Park
7250;Irene Brito
7251;Vitor Cardoso
7252;Thordur Jonsson
7253;Giorgos Kolionis
7254;Laura Mersini-Houghton
7255;Chun Biu Li
7256;P. Sneddon
7257;T. Kruk
7258;L. Juhasz
7259;Jorge Paramos
7260;Neil G. Turok
7261;K. Z. Win
7262;Theodore N Tomaras
7263;L. Mankiewicz
7264;E. S. C. Ching
7265;J. Greiner
7266;H. Asada
7267;Silviu S. Pufu
7268;Keiju Murata
7269;E. Gerstenmayer
7270;Francisco Tapia
7271;Michael Cohen
7272;Fabian Hufgard
7273;Alexandre Feller
7274;Mitchell C. Begelman
7275;Alice Pisani
7276;Ian Vernon
7277;Hesam Soltanpanahi
7278;Paul Kinlaw
7279;Arne. L. Larsen
7280;Writambhara Chakraborty
7281;N. Lastzka
7282;A. Burinskii
7283;Samuel L. Braunstein
7284;Naoki Seto
7285;Oktay Dogangun
7286;Baptiste Cecconi
7287;Oliver Janssen
7288;Yuan-Zhu Wang
7289;D. L. Cáceres
7290;S. Cialdi
7291;Gaetano Vilasi
7292;Jingbo Wang
7293;J M Hoff da Silva
7294;Raymond Y. Chiao
7295;M. Kuss
7296;L. Bergstrom
7297;Dominika Konikowska
7298;Christian Klein
7299;R. E. Kallosh
7300;D. Dobie
7301;Aleksandr Klementev
7302;Peter H. Sneddon
7303;Alfonso R. Zerwekh
7304;A. Rolland
7305;Benrong Mu
7306;A. Di. Virgilio
7307;Yusuke Yamada
7308;Marcelo A Marchiolli
7309;Christopher S. Gallagher
7310;David Maxwell
7311;John J. Adams
7312;G. d'Ambrosi
7313;S. Ngubelanga
7314;Jose Edelstein
7315;Malgorzata Pietka
7316;M. R. Fazel
7317;Ezra Newman
7318;Z. Abbaspour Moghaddam
7319;Refugio Rigel Mora-Luna
7320;Maksym Tsizh
7321;Olivier Poujade
7322;Irina Aref'eva
7323;Rajaram Nityananda
7324;Daniel Hümmer
7325;G. Farpour Fadakar
7326;M. Fazio
7327;R. D. Davies
7328;J. Reynolds
7329;Kolja Them
7330;K. F. Dialektopoulos
7331;Becky Grossman
7332;M. R. Ware
7333; Triyanta
7334;V. Borrel
7335;A. A. Minakov
7336;Sachin Pandey
7337;Francisco Flores
7338;M. Bordemann
7339;Lina Guo
7340;J. P. Rozelot
7341;Gilles Esposito-Farèse
7342;R. Knoops
7343;E. Nishida
7344;Christiaan Mantz
7345;Włodzimierz Piechocki
7346;J. Dunning-Davies
7347;Hiranya Peiris
7348;S. Shapiro
7349;Alfredo Aranda
7350;Melis Aygun
7351;P. J. Martins
7352;Giuseppe Marmo
7353;I. M. Benn
7354;S. Fulling
7355;Michael Cruise
7356;T. Fricke
7357;Thomas Basile
7358;Shikun Wang
7359;Zeev Alexandrowicz
7360;Y. Muraki
7361;Valery Dryuma
7362;Jose M. Salim
7363;Antonio Perreca
7364;M. Zaremba
7365;H. J. Schulze
7366;C Rovelli
7367;K. V. Sokolovsky
7368;Anaelle Halle
7369;C. J. Howls
7370;C. Stubbs
7371;L. Mazzacurati
7372;Susana J. Landau
7373;P. Cheewaphutthisakun
7374;Ali Övgün
7375;Adrian L. Melott
7376;Nikita V. Voronchev
7377;Juan Jose Gonzalez
7378;R. Graham
7379;Philip Threlfall
7380;Jorge L. Fuentes
7381;Deon Solomons
7382;A. A. Grib
7383;A. Penna-Firme
7384;Wataru Kokuyama
7385;M. V. Pavlov
7386;Yana Lyakhova
7387;Sergio Zerbini
7388;U. von der Goenna
7389;S. Dossa
7390;P. H. Logbo
7391;S. Sachdev
7392;D. Lambert
7393;Dardo Piriz
7394;Diana Alvear
7395;Alexander Pukhov
7396;Giancarlo Cella
7397; Steven
7398;Pablo González
7399;I. Sh. Khasanov
7400;Horst Beyer
7401;Christopher M. Hull
7402;S. Stevenson
7403;Ö. Delice
7404;G. Compère
7405;Robert Walker
7406;Adenauer Casali
7407;C. M. Hui
7408;E. Steinert
7409;Arron Rumsey
7410;Gokcen Deniz Ozen
7411;C. Nipoti
7412;Javier L. Albacete
7413;C. N. Leung
7414;Srishti Tiwari
7415;Jesse Chandler
7416;Bernhard Haisch
7417;CLIO collaborators
7418;A. Idarraga
7419;A. Chen
7420;Shane L Larson
7421;Kris Pardo
7422;Bas Janssens
7423;T. Harko
7424;J. J. Ferrando
7425;Vojtěch Witzany
7426;Enrico M. Brehm
7427;L. Smolin
7428;P. A. Ospina-Henao
7429;I. Khalatnikov
7430;K. M. Lanzetta
7431;Sheng-yu Tan
7432;Xiao-Min Zhang
7433;Joel Fine
7434;John K. Webb
7435;Bing Hurl
7436;A Rocchi
7437;Chun-E Fu
7438;W. Buchmuller
7439;N. Omodei
7440;Saswat Sarangi
7441;Joan Jing Wang
7442;M. Clark
7443;J. -D. Debus
7444;David Grüber
7445;Mihai Anastasiei
7446;Ali Dehghani
7447;Helio V. Fagundes
7448;Fang-Fang Yuan
7449;George Koutsoumbas
7450;Sobhan Kazempour
7451;Salvatore Capozziello
7452;M. D. Tonasse
7453;N. Chandrachani Devi
7454;Arman Stepanian
7455;Ivan Arraut Guerrero
7456;Mahdi Atashi
7457;Won-Young Hwang
7458;Tigran Hakobyan
7459;B. Gateley
7460;Hong Li
7461;Alexander Giryavets
7462;B. Yapiskan
7463;Jónatan Herrera
7464;N. Sahakyan
7465;Alexander Shatskiy
7466;Rosa Doran
7467;K. Mailand
7468;Bob Coecke
7469;T. O. M. Teage
7470;George Siopsis
7471;Yonatan Oren
7472;Frédéric Hélein
7473;C. P. L. Berry
7474;B. A. Qureshi
7475;Aruna Rajagopal
7476;M. Meinders
7477;Jorge L. deLyra
7478;Sho Atsuta
7479;J. Karouby
7480;Soichi Hasegawa
7481;Daniel Gottesman
7482;Debashis Ghoshal
7483;M. Ćwiok
7484;R. Neomenko
7485;M. Rezaei
7486;Leonardo Agostini
7487;K. R. S. Balaji
7488;Shanqing Yang
7489;J. J. Lee
7490;O. Gron
7491;T. S. Li
7492;Miltiadis I. Kadiltzoglou
7493;Ang Li
7494;Asieh Karami
7495;James D Phillips
7496;S. Ciprini
7497;Sourish Dutta
7498;Ch. C. Moustakidis
7499;D. Green
7500;K. Porsezian
7501;David S. Rabeling
7502;Eoin Condron
7503;D. C. Robinson
7504;Igor Peña
7505;Minu Joy
7506;M. M. Tung
7507;Francesco Toppan
7508;R. R. Cuzinatto
7509;W. A. Sabra
7510;S. Premachandra
7511;J. W. van Holten
7512;Shintaro Nakamura
7513;M. Raiteri
7514;Enrico Serra
7515;S. Nussinov
7516;A. Vazquez
7517;Petr Slaný
7518;Toshiaki Ono
7519;Leon Escobar
7520;Alexander Khalaidovski
7521;Hubert Goenner
7522;Martin L. Perl
7523;Han Wei
7524;T. Chu
7525;Debaprasad Maity
7526;Marina--Aura Dariescu
7527;Kris Schroven
7528;V. Skavysh
7529;H. A. Kastrup
7530;L. Glover
7531;Wei Xue
7532;Grzegorz Plewa
7533;A. Perez
7534;O. Porth
7535;Stefanie Komossa
7536;Pieter Blue
7537;Marie Aubert
7538;Vladimir N. Strokov
7539;Shovon Biswas
7540;Dietrich Häfner
7541;D. Chatterjee
7542;S. Cuneo
7543;Rafael Ribeiro
7544;F. A. Oliveira
7545;Stoycho Yazadjiev
7546;E. Picasso
7547;Mikko Lavinto
7548;O. Oliveira
7549;K. Indulekha
7550;Ebrahim Yusofi
7551;P. Wcisło
7552;Rudranil Basu
7553;A. Sule
7554;E. Rossi
7555;Fumio Takahara
7556;Saul A. Rappaport
7557;Thiago S. Pereira
